Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
392,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(=O)C(C)(C)C,502.0,514.0,,0.74,,,,,,354.20674,https://doi.org/10.1016/j.dyepig.2019.01.019
393,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCOC(C)=O,502.0,514.0,,0.76,,,,,,354.20674,https://doi.org/10.1016/j.dyepig.2019.01.019
394,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,503.0,516.0,6.42,0.87,,,,,,354.20674,https://doi.org/10.1016/j.dyepig.2019.01.019
395,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,504.0,516.0,5.78,0.98,,,,,,354.20674,https://doi.org/10.1016/j.dyepig.2019.01.019
396,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,500.0,514.0,,0.69,,,,,,354.20674,https://doi.org/10.1016/j.dyepig.2019.01.019
397,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC#N,500.0,513.0,,0.54,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
398,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(C)=O,503.0,516.0,,0.72,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
399,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(=O)C(C)(C)C,505.0,520.0,,0.64,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
400,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCOC(C)=O,504.0,520.0,,0.47,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
401,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,506.0,520.0,5.77,0.64,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
402,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,507.0,519.0,6.26,0.71,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
403,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,503.0,518.0,,0.58,,,,,,384.23262,https://doi.org/10.1016/j.dyepig.2019.01.019
404,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC#N,501.0,513.0,,0.55,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
405,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC(C)=O,503.0,515.0,,0.8,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
406,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CC(=O)C(C)(C)C,505.0,517.0,,0.69,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
407,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCOC(C)=O,503.0,511.0,,0.64,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
408,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,C1CCOC1,506.0,517.0,5.7,0.78,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
409,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCCCCC,505.0,520.0,6.35,0.95,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
410,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CO,503.0,515.0,,0.68,,,,,,414.2585,https://doi.org/10.1016/j.dyepig.2019.01.019
411,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CCCCCCC,360.0,382.0,,0.78,,,,,55.1,372.4698,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
412,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,C1COCCO1,356.0,436.0,1.32,0.55,,,,,66.8,372.4698,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
413,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CC#N,350.0,492.0,2.52,0.32,,,,,94.8,372.4698,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
414,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CO,353.0,496.0,,0.02,,,,,101.8,372.4698,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
415,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CCCCCCC,383.0,446.0,,0.023,,,,,68.2,250.34392,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
416,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,C1COCCO1,392.0,488.0,0.11,0.021,,,,,83.1,250.34392,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
417,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CC#N,392.0,540.0,0.18,0.018,,,,,105.1,250.34392,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
418,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CO,394.0,551.0,,0.016,,,,,102.7,250.34392,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
419,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CCCCCCC,393.0,472.0,,0.4,,,,,70.3,374.48568,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
420,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,C1COCCO1,395.0,481.0,1.24,0.3,,,,,95.5,374.48568,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
421,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CC#N,396.0,534.0,1.82,0.16,,,,,104.1,374.48568,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
422,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CO,399.0,540.0,,0.02,,,,,100.3,374.48568,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
423,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CCCCCCC,403.0,442.0,,0.033,,,,,51.7,302.41968,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
424,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,C1COCCO1,413.0,518.0,0.25,0.031,,,,,79.0,302.41968,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
425,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CC#N,413.0,569.0,0.57,0.034,,,,,89.2,302.41968,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
426,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CO,419.0,583.0,,0.016,,,,,96.9,302.41968,http://dx.doi.org/10.1016/j.dyepig.2015.08.018
427,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,455.0,540.0,,0.24,,,,,,267.33022,doi:10.1016/j.dyepig.2008.12.009
428,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,453.0,471.0,,0.46,,,,,,309.3671,doi:10.1016/j.dyepig.2008.12.009
429,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,475.0,,0.12,,,,,,415.28228,doi:10.1016/j.dyepig.2008.12.009
430,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,477.0,,0.37,,,,,,410.8631,doi:10.1016/j.dyepig.2008.12.009
431,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCCCOCCCC,442.0,477.0,,0.46,,,,,,406.44392,doi:10.1016/j.dyepig.2008.12.009
432,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,476.0,,0.49,,,,,,471.94992,doi:10.1016/j.dyepig.2008.12.009
433,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCCCOCCCC,444.0,486.0,,0.5,,,,,,528.61756,doi:10.1016/j.dyepig.2008.12.009
434,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,464.0,549.0,,0.28,,,,,,267.33022,doi:10.1016/j.dyepig.2008.12.009
435,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,447.0,471.0,,0.56,,,,,,309.3671,doi:10.1016/j.dyepig.2008.12.009
436,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,446.0,472.0,,0.068,,,,,,415.28228,doi:10.1016/j.dyepig.2008.12.009
437,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,443.0,479.0,,0.4,,,,,,410.8631,doi:10.1016/j.dyepig.2008.12.009
438,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,C1COCCO1,443.0,478.0,,0.51,,,,,,406.44392,doi:10.1016/j.dyepig.2008.12.009
439,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,444.0,478.0,,0.53,,,,,,471.94992,doi:10.1016/j.dyepig.2008.12.009
440,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,C1COCCO1,444.0,487.0,,0.52,,,,,,528.61756,doi:10.1016/j.dyepig.2008.12.009
441,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,463.0,555.0,5.1,0.2,,,,,,267.33022,doi:10.1016/j.dyepig.2008.12.009
442,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,451.0,471.0,3.8,0.5,,,,,,309.3671,doi:10.1016/j.dyepig.2008.12.009
443,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,469.0,,0.014,,,,,,415.28228,doi:10.1016/j.dyepig.2008.12.009
444,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,477.0,3.5,0.33,,,,,,410.8631,doi:10.1016/j.dyepig.2008.12.009
445,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCOC(C)=O,441.0,477.0,3.5,0.47,,,,,,406.44392,doi:10.1016/j.dyepig.2008.12.009
446,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,475.0,3.4,0.43,,,,,,471.94992,doi:10.1016/j.dyepig.2008.12.009
447,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCOC(C)=O,443.0,488.0,3.6,0.44,,,,,,528.61756,doi:10.1016/j.dyepig.2008.12.009
448,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,468.0,564.0,,0.11,,,,,,267.33022,doi:10.1016/j.dyepig.2008.12.009
449,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,441.0,471.0,,0.45,,,,,,309.3671,doi:10.1016/j.dyepig.2008.12.009
450,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,443.0,475.0,,0.011,,,,,,415.28228,doi:10.1016/j.dyepig.2008.12.009
451,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,444.0,482.0,,0.32,,,,,,410.8631,doi:10.1016/j.dyepig.2008.12.009
452,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CC#N,444.0,479.0,,0.43,,,,,,406.44392,doi:10.1016/j.dyepig.2008.12.009
453,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,442.0,477.0,,0.45,,,,,,471.94992,doi:10.1016/j.dyepig.2008.12.009
454,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CC#N,444.0,492.0,,0.42,,,,,,528.61756,doi:10.1016/j.dyepig.2008.12.009
461,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,460.0,519.0,7.34,0.56,4.198657087,,,,61.4,460.48456,doi:10.1016/j.dyepig.2011.05.004
462,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,471.0,547.0,7.07,0.51,4.204119983,,,,84.1,485.49462,doi:10.1016/j.dyepig.2011.05.004
463,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,480.0,557.0,6.5,0.72,4.123851641,,,,70.9,510.50468,doi:10.1016/j.dyepig.2011.05.004
464,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,516.0,601.0,6.7,0.12,4.507855872,,,,63.0,543.61802,doi:10.1016/j.dyepig.2011.05.004
465,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CS(C)=O,540.0,603.0,3.45,0.45,4.654176542,,,,45.5,626.75148,doi:10.1016/j.dyepig.2011.05.004
466,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,541.0,654.0,3.72,0.001,4.626340367,,,,82.0,568.62808,doi:10.1016/j.dyepig.2011.05.004
467,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,454.0,512.0,6.7,0.31,4.283301229,,,,72.0,460.48456,doi:10.1016/j.dyepig.2011.05.004
468,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,464.0,538.0,5.78,0.75,4.227886705,,,,83.6,485.49462,doi:10.1016/j.dyepig.2011.05.004
469,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,473.0,549.0,6.67,0.32,4.28780173,,,,85.2,510.50468,doi:10.1016/j.dyepig.2011.05.004
470,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,500.0,587.0,2.7,0.01,4.549003262,,,,77.8,543.61802,doi:10.1016/j.dyepig.2011.05.004
471,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC#N,523.0,590.0,3.7,0.2,4.703291378,,,,55.6,626.75148,doi:10.1016/j.dyepig.2011.05.004
472,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,524.0,638.0,3.57,0.01,4.541579244,,,,102.6,568.62808,doi:10.1016/j.dyepig.2011.05.004
473,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,462.0,520.0,5.93,0.36,4.267171728,,,,73.5,460.48456,doi:10.1016/j.dyepig.2011.05.004
474,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,472.0,544.0,4.24,0.43,4.353531559,,,,82.0,485.49462,doi:10.1016/j.dyepig.2011.05.004
475,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,482.0,558.0,6.48,0.29,4.247973266,,,,88.4,510.50468,doi:10.1016/j.dyepig.2011.05.004
476,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,499.0,563.0,4.0,0.34,4.544068044,,,,68.8,543.61802,doi:10.1016/j.dyepig.2011.05.004
477,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,Cc1ccccc1,520.0,575.0,3.2,0.38,4.64738297,,,,43.9,626.75148,doi:10.1016/j.dyepig.2011.05.004
478,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,527.0,603.0,4.41,0.16,4.562292864,,,,78.3,568.62808,doi:10.1016/j.dyepig.2011.05.004
479,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,ClC(Cl)Cl,609.0,640.0,9.7,0.58,,,,,,781.04392,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
480,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,ClC(Cl)Cl,610.0,640.0,9.6,0.59,,,,,,732.73736,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
481,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,ClC(Cl)Cl,610.0,640.0,9.6,0.56,,,,,,764.82288,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
482,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,ClC(Cl)Cl,610.0,640.0,10.4,0.56,,,,,,880.98216,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
483,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,CO,604.0,642.0,7.8,0.43,,,,,,781.04392,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
484,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,CO,604.0,641.0,8.0,0.37,,,,,,732.73736,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
485,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,CO,604.0,641.0,8.2,0.37,,,,,,764.82288,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
486,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,CO,605.0,642.0,8.4,0.33,,,,,,880.98216,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
487,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,O,622.0,657.0,4.4,0.03,,,,,,732.73736,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
488,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,O,621.0,658.0,4.3,0.031,,,,,,764.82288,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
489,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,O,623.0,655.0,4.4,0.039,,,,,,880.98216,http://dx.doi.org/10.1016/j.dyepig.2014.07.018
490,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,519.0,555.0,151.7,0.26,,,,,,478.59576,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
491,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,519.0,566.0,153.4,0.4,2.819543936,,,,,478.59576,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
492,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,509.0,553.0,150.7,0.28,,,,,,578.60976,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
493,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,519.0,552.0,153.8,0.44,2.949390007,,,,,578.60976,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
494,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,512.0,562.0,8.7,0.01,,,,,,500.21446,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
495,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,526.0,573.0,63.8,0.18,2.73239376,,,,,500.21446,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
496,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,512.0,560.0,8.5,0.02,,,,,,600.22846,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
497,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,526.0,572.0,63.4,0.16,2.716003344,,,,,600.22846,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
498,COc1nnc(Cl)nn1,OCC(F)(F)F,518.0,558.0,,0.26,,,,,,146.53682,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
499,COc1nnc(Cl)nn1,ClCCl,520.0,567.0,160.0,0.38,,,,,,146.53682,http://dx.doi.org/10.1016/j.dyepig.2014.03.031
500,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O,ClC(Cl)Cl,378.0,472.0,0.86002868,0.28,4.327,,,,,413.53962,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
501,CCCCCCN1C(=O)c2cccc3c(-c4cccs4)ccc(c23)C1=O,ClC(Cl)Cl,371.0,465.0,1.91614,0.24,4.155,,,,,363.47974,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
502,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)s4)ccc(c23)C1=O,ClC(Cl)Cl,395.0,495.0,0.014276342,0.15,4.344,,,,,642.81772,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
503,CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,390.0,484.0,3.511448036,0.61,3.975,,,,,421.51562,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
504,CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,416.0,502.0,0.46236,0.22,4.421,,,,,700.8536,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
505,CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,ClC(Cl)Cl,385.0,482.0,5.469160575,0.78,4.196,,,,,377.50662,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
506,CCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)s4)ccc(c23)C1=O,ClC(Cl)Cl,407.0,503.0,3.885,0.65,3.987,,,,,393.50562,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
507,CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)s4)ccc(c23)C1=O,ClC(Cl)Cl,374.0,482.0,0.009275904,0.18,4.556,,,,,397.9248,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
509,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cccs5)s4)ccc(c23)C1=O,ClC(Cl)Cl,409.0,534.0,0.564,0.35,4.555,,,,,445.60562,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
510,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc7c8c(cccc68)C(=O)N(CCCCCC)C7=O)s5)s4)ccc(c23)C1=O,ClC(Cl)Cl,428.0,542.0,0.53479,0.36,4.179,,,,,724.9436,http://dx.doi.org/10.1016/j.dyepig.2012.07.018
512,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCCCOCCCC,396.0,429.0,,0.25,,,,,,336.78122,doi:10.1016/j.dyepig.2011.08.018
513,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CCCCOCCCC,398.0,435.0,,0.39,,,,,,332.36204,doi:10.1016/j.dyepig.2011.08.018
514,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCCCOCCCC,398.0,430.0,,0.35,,,,,,397.86804,doi:10.1016/j.dyepig.2011.08.018
515,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CCCCOCCCC,402.0,441.0,,0.41,,,,,,454.53568,doi:10.1016/j.dyepig.2011.08.018
517,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,C1COCCO1,394.0,432.0,,0.25,,,,,,336.78122,doi:10.1016/j.dyepig.2011.08.018
